"","BirdID","Genetic_dad","Genetic_mum","Cohort","Immigrant","Cohort_dad","Cohort_mum","genetic_dad_age","genetic_mum_age","AgeGroupGeneticDad","AgeGroupGeneticMum","Mate","TSRatio","mean_genetic_dad","mean_genetic_mum","deltaGeneticDad","deltaGeneticMum","centered_geneticdad_age","centered_geneticmom_age","Plate","BloodAge","DNAAge","CaptureYear","offspring_age"
"325",927,60,24,2003,0,2001,2001,2,2,"young","young","young - young",0.29084573,1.63636363636364,2.5974025974026,0.363636363636364,0.597402597402597,-0.363636363636364,0.597402597402597,"MEM_Adults_plate41_270515_data.csvresultstotal.csv",1,11,2003,0
"326",929,60,24,2003,0,2001,2001,2,2,"young","young","young - young",0.402708889,1.63636363636364,2.5974025974026,0.363636363636364,0.597402597402597,-0.363636363636364,0.597402597402597,"MEM_Adults_plate35_210515_data.csvresultstotal.csv",10,1,2004,1
"327",929,60,24,2003,0,2001,2001,2,2,"young","young","young - young",0.402708889,1.63636363636364,2.5974025974026,0.363636363636364,0.597402597402597,-0.363636363636364,0.597402597402597,"MEM_Adults_plate37_220515_data.csvresultstotal.csv",10,1,2004,1
"328",929,60,24,2003,0,2001,2001,2,2,"young","young","young - young",0.402708889,1.63636363636364,2.5974025974026,0.363636363636364,0.597402597402597,-0.363636363636364,0.597402597402597,"MEM_Adults_plate39_260515_data.csvresultstotal.csv",1,11,2003,0
"329",936,4217,4435,2003,0,2000,1997,3,6,"young","old","young - old",0.360918783,1.63636363636364,2.5974025974026,1.36363636363636,3.4025974025974,-1.36363636363636,-3.4025974025974,"MEM_Adults_plate37_220515_data.csvresultstotal.csv",12,0,2003,0
"330",936,4217,4435,2003,0,2000,1997,3,6,"young","old","young - old",0.360918783,1.63636363636364,2.5974025974026,1.36363636363636,3.4025974025974,-1.36363636363636,-3.4025974025974,"MEM_Adults_plate39_260515_data.csvresultstotal.csv",1,11,2003,0
"331",955,605,178,2003,0,2002,2001,1,2,"young","young","young - young",1.13542346,1.63636363636364,2.5974025974026,0.636363636363636,0.597402597402597,0.636363636363636,0.597402597402597,"MEM_adults_080914_data.csvresultstotal.csv",10,0,2004,1
"332",955,605,178,2003,0,2002,2001,1,2,"young","young","young - young",1.13542346,1.63636363636364,2.5974025974026,0.636363636363636,0.597402597402597,0.636363636363636,0.597402597402597,"MEM_Adults_plate48_030615_data.csvresultstotal.csv",1,10,2004,1
"333",959,4382,114,2003,0,2001,2001,2,2,"young","young","young - young",0.611667709,1.63636363636364,2.5974025974026,0.363636363636364,0.597402597402597,-0.363636363636364,0.597402597402597,"MEM_Adults_plate35_210515_data.csvresultstotal.csv",10,1,2004,1
"335",959,4382,114,2003,0,2001,2001,2,2,"young","young","young - young",0.611667709,1.63636363636364,2.5974025974026,0.363636363636364,0.597402597402597,-0.363636363636364,0.597402597402597,"MEM_Adults_plate42_270515_data.csvresultstotal.csv",1,10,2004,1
"336",960,4382,114,2003,0,2001,2001,2,2,"young","young","young - young",1.155691768,1.63636363636364,2.5974025974026,0.363636363636364,0.597402597402597,-0.363636363636364,0.597402597402597,"MEM_Adults_plate48_030615_data.csvresultstotal.csv",10,1,2004,1
"337",960,4382,114,2003,0,2001,2001,2,2,"young","young","young - young",1.155691768,1.63636363636364,2.5974025974026,0.363636363636364,0.597402597402597,-0.363636363636364,0.597402597402597,"MEM_Plates1-6_reruns_031014_data.csvresultstotal.csv",1,9,2004,1
"339",971,298,457,2003,0,2002,2002,1,1,"young","young","young - young",0.428640317,1.63636363636364,2.5974025974026,0.636363636363636,1.5974025974026,0.636363636363636,1.5974025974026,"MEM_Adults_plate41_270515_data.csvresultstotal.csv",1,11,2003,0
"340",974,431,356,2003,0,2002,2002,1,1,"young","young","young - young",0.451260271,1.63636363636364,2.5974025974026,0.636363636363636,1.5974025974026,0.636363636363636,1.5974025974026,"MEM_Adults_plate47_030615_data.csvresultstotal.csv",10,1,2004,1
"343",980,604,4463,2003,0,2002,1999,1,4,"young","old","young - old",0.79732951,1.63636363636364,2.5974025974026,0.636363636363636,1.4025974025974,0.636363636363636,-1.4025974025974,"MEM_Adults_plate36_220515_data.csvresultstotal.csv",1,10,2004,1
"346",984,595,285,2003,0,2002,2002,1,1,"young","young","young - young",1.414628789,1.63636363636364,2.5974025974026,0.636363636363636,1.5974025974026,0.636363636363636,1.5974025974026,"MEM_Adults_plate43_270515_data.csvresultstotal.csv",10,1,2004,1
"347",985,595,725,2003,0,2002,2002,1,1,"young","young","young - young",0.666654794,1.63636363636364,2.5974025974026,0.636363636363636,1.5974025974026,0.636363636363636,1.5974025974026,"MEM_Adults_110914_PLATE5_data.csvresultstotal.csv",10,0,2004,1
"348",988,428,4325,2003,0,2002,2000,1,3,"young","young","young - young",0.661911776,1.63636363636364,2.5974025974026,0.636363636363636,0.402597402597403,0.636363636363636,-0.402597402597403,"MEM_adults_080914_data.csvresultstotal.csv",10,0,2004,1
"349",988,428,4325,2003,0,2002,2000,1,3,"young","young","young - young",0.661911776,1.63636363636364,2.5974025974026,0.636363636363636,0.402597402597403,0.636363636363636,-0.402597402597403,"MEM_Adults_plate39_260515_data.csvresultstotal.csv",1,11,2003,0
"350",988,428,4325,2003,0,2002,2000,1,3,"young","young","young - young",0.661911776,1.63636363636364,2.5974025974026,0.636363636363636,0.402597402597403,0.636363636363636,-0.402597402597403,"NdR_hstel2016_pMEAdCh3_newm.csvresultstotal.csv",1,12,2003,0
"352",989,428,4325,2003,0,2002,2000,1,3,"young","young","young - young",0.42158291,1.63636363636364,2.5974025974026,0.636363636363636,0.402597402597403,0.636363636363636,-0.402597402597403,"MEM_Adults_plate41_270515_data.csvresultstotal.csv",1,11,2003,0
"353",993,309,4326,2003,0,2002,2000,1,3,"young","young","young - young",0.743678199,1.63636363636364,2.5974025974026,0.636363636363636,0.402597402597403,0.636363636363636,-0.402597402597403,"MEM_Adults_plate35_210515_data.csvresultstotal.csv",10,1,2004,1
"355",1016,427,22,2003,0,2002,2001,1,2,"young","young","young - young",0.7988649,1.63636363636364,2.5974025974026,0.636363636363636,0.597402597402597,0.636363636363636,0.597402597402597,"MEM_Adults_plate39_260515_data.csvresultstotal.csv",1,11,2003,0
"356",1038,371,4230,2003,0,2002,2000,1,3,"young","young","young - young",0.733391592,1.63636363636364,2.5974025974026,0.636363636363636,0.402597402597403,0.636363636363636,-0.402597402597403,"MEM_Adults_plate34_210515_data.csvresultstotal.csv",1,11,2003,0
"357",1038,371,4230,2003,0,2002,2000,1,3,"young","young","young - young",0.733391592,1.63636363636364,2.5974025974026,0.636363636363636,0.402597402597403,0.636363636363636,-0.402597402597403,"MEM_Adults_plate40_270515_data.csvresultstotal.csv",10,1,2004,1
"359",1042,416,285,2003,0,2002,2002,1,1,"young","young","young - young",0.992557018,1.63636363636364,2.5974025974026,0.636363636363636,1.5974025974026,0.636363636363636,1.5974025974026,"MEM_Adults_plate37_220515_data.csvresultstotal.csv",12,0,2003,0
"360",1043,416,4418,2003,0,2002,1999,1,4,"young","old","young - old",0.893451408,1.63636363636364,2.5974025974026,0.636363636363636,1.4025974025974,0.636363636363636,-1.4025974025974,"MEM_Adults_plate42_270515_data.csvresultstotal.csv",1,10,2004,1
"362",1048,469,115,2003,0,2002,2001,1,2,"young","young","young - young",0.971225968,1.63636363636364,2.5974025974026,0.636363636363636,0.597402597402597,0.636363636363636,0.597402597402597,"MEM_adults_080914_data.csvresultstotal.csv",10,0,2004,1
"364",1053,4273,4153,2003,0,2000,2000,3,3,"young","young","young - young",0.620842595,1.63636363636364,2.5974025974026,1.36363636363636,0.402597402597403,-1.36363636363636,-0.402597402597403,"MEM_Adults_100914_PLATE3_data.csvresultstotal.csv",1,9,2004,1
"365",1053,4273,4153,2003,0,2000,2000,3,3,"young","young","young - young",0.620842595,1.63636363636364,2.5974025974026,1.36363636363636,0.402597402597403,-1.36363636363636,-0.402597402597403,"MEM_Adults_110914_PLATE5_data.csvresultstotal.csv",10,0,2004,1
"369",1062,649,626,2003,0,2002,2002,1,1,"young","young","young - young",0.76853721,1.63636363636364,2.5974025974026,0.636363636363636,1.5974025974026,0.636363636363636,1.5974025974026,"MEM_Adults_plate35_210515_data.csvresultstotal.csv",10,1,2004,1
"370",1063,649,626,2003,0,2002,2002,1,1,"young","young","young - young",0.77714813,1.63636363636364,2.5974025974026,0.636363636363636,1.5974025974026,0.636363636363636,1.5974025974026,"MEM_Adults_plate43_270515_data.csvresultstotal.csv",10,1,2004,1
"371",1069,471,661,2003,0,2002,2002,1,1,"young","young","young - young",0.761240453,1.63636363636364,2.5974025974026,0.636363636363636,1.5974025974026,0.636363636363636,1.5974025974026,"MEM_Adults_plate40_270515_data.csvresultstotal.csv",1,10,2004,1
"372",1069,471,661,2003,0,2002,2002,1,1,"young","young","young - young",0.761240453,1.63636363636364,2.5974025974026,0.636363636363636,1.5974025974026,0.636363636363636,1.5974025974026,"MEM_Adults_plate41_270515_data.csvresultstotal.csv",10,1,2004,1
"373",1069,471,661,2003,0,2002,2002,1,1,"young","young","young - young",0.761240453,1.63636363636364,2.5974025974026,0.636363636363636,1.5974025974026,0.636363636363636,1.5974025974026,"MEM_Adults_plate42_270515_data.csvresultstotal.csv",12,0,2003,0
"375",1083,419,4503,2003,0,2002,2000,1,3,"young","young","young - young",0.726419008,1.63636363636364,2.5974025974026,0.636363636363636,0.402597402597403,0.636363636363636,-0.402597402597403,"MEM_Adults_100914_PLATE3_data.csvresultstotal.csv",1,9,2004,1
"376",1083,419,4503,2003,0,2002,2000,1,3,"young","young","young - young",0.726419008,1.63636363636364,2.5974025974026,0.636363636363636,0.402597402597403,0.636363636363636,-0.402597402597403,"MEM_Adults_plate43_270515_data.csvresultstotal.csv",10,1,2004,1
"377",1092,4290,4275,2003,0,2000,2000,3,3,"young","young","young - young",0.617777969,1.63636363636364,2.5974025974026,1.36363636363636,0.402597402597403,-1.36363636363636,-0.402597402597403,"MEM_Adults_100914_PLATE3_data.csvresultstotal.csv",10,0,2004,1
"378",1095,4217,4435,2003,0,2000,1997,3,6,"young","old","young - old",0.80469693,1.63636363636364,2.5974025974026,1.36363636363636,3.4025974025974,-1.36363636363636,-3.4025974025974,"MEM_Adults_plate39_260515_data.csvresultstotal.csv",11,0,2004,1
"379",1095,4217,4435,2003,0,2000,1997,3,6,"young","old","young - old",0.80469693,1.63636363636364,2.5974025974026,1.36363636363636,3.4025974025974,-1.36363636363636,-3.4025974025974,"MEM_Adults_plate41_270515_data.csvresultstotal.csv",12,0,2003,0
"381",1999,622,660,2003,0,2002,2002,1,1,"young","young","young - young",0.717231429,1.63636363636364,2.5974025974026,0.636363636363636,1.5974025974026,0.636363636363636,1.5974025974026,"MEM_Plates1-6_reruns_031014_data.csvresultstotal.csv",1,9,2004,1
"382",2000,622,660,2003,0,2002,2002,1,1,"young","young","young - young",0.762686077,1.63636363636364,2.5974025974026,0.636363636363636,1.5974025974026,0.636363636363636,1.5974025974026,"MEM_Aduts_reruns2_080615_2_data.csvresultstotal.csv",10,1,2004,1
"383",2001,267,4417,2003,0,2002,1999,1,4,"young","old","young - old",1.007250334,1.63636363636364,2.5974025974026,0.636363636363636,1.4025974025974,0.636363636363636,-1.4025974025974,"MEM_Aduts_reruns1_040615_data.csvresultstotal.csv",1,10,2004,1
"385",2004,206,370,2003,0,2001,2002,2,1,"young","young","young - young",0.793327218,1.63636363636364,2.5974025974026,0.363636363636364,1.5974025974026,-0.363636363636364,1.5974025974026,"MEM_Adults_plate38_260515_data.csvresultstotal.csv",10,1,2004,1
"386",2004,206,370,2003,0,2001,2002,2,1,"young","young","young - young",0.793327218,1.63636363636364,2.5974025974026,0.363636363636364,1.5974025974026,-0.363636363636364,1.5974025974026,"MEM_Adults_plate47_030615_data.csvresultstotal.csv",1,10,2004,1
"389",2005,622,393,2003,0,2002,2002,1,1,"young","young","young - young",1.038651345,1.63636363636364,2.5974025974026,0.636363636363636,1.5974025974026,0.636363636363636,1.5974025974026,"MEM_Adults_plate46_010615_data.csvresultstotal.csv",1,10,2004,1
"390",2006,622,660,2003,0,2002,2002,1,1,"young","young","young - young",0.989620458,1.63636363636364,2.5974025974026,0.636363636363636,1.5974025974026,0.636363636363636,1.5974025974026,"MEM_Adults_plate45_290515_data.csvresultstotal.csv",10,1,2004,1
"391",2006,622,660,2003,0,2002,2002,1,1,"young","young","young - young",0.989620458,1.63636363636364,2.5974025974026,0.636363636363636,1.5974025974026,0.636363636363636,1.5974025974026,"MEM_Adults_plate46_010615_data.csvresultstotal.csv",1,10,2004,1
"393",2008,4498,722,2003,0,1999,2001,4,2,"old","young","old - young",0.928855748,1.63636363636364,2.5974025974026,2.36363636363636,0.597402597402597,-2.36363636363636,0.597402597402597,"MEM_Adults_plate48_030615_data.csvresultstotal.csv",1,10,2004,1
"394",2013,4501,425,2003,0,2000,2002,3,1,"young","young","young - young",1.596716772,1.63636363636364,2.5974025974026,1.36363636363636,1.5974025974026,-1.36363636363636,1.5974025974026,"MEM_Adults_plate38_260515_data.csvresultstotal.csv",1,10,2004,1
"396",2014,4273,4464,2003,0,2000,1999,3,4,"young","old","young - old",0.710895756,1.63636363636364,2.5974025974026,1.36363636363636,1.4025974025974,-1.36363636363636,-1.4025974025974,"MEM_Adults_plate38bis_030615_data.csvresultstotal.csv",1,10,2004,1
"397",2015,4443,4326,2003,0,1999,2000,4,3,"old","young","old - young",0.690648477,1.63636363636364,2.5974025974026,2.36363636363636,0.402597402597403,-2.36363636363636,-0.402597402597403,"MEM_Adults_plate38bis_030615_data.csvresultstotal.csv",1,10,2004,1
"398",2016,309,285,2003,0,2002,2002,1,1,"young","young","young - young",0.479725004,1.63636363636364,2.5974025974026,0.636363636363636,1.5974025974026,0.636363636363636,1.5974025974026,"MEM_Adults_100914_PLATE4_data.csvresultstotal.csv",1,9,2004,1
"401",4390,346,44,2003,0,2002,2001,1,2,"young","young","young - young",0.864752891,1.63636363636364,2.5974025974026,0.636363636363636,0.597402597402597,0.636363636363636,0.597402597402597,"MEM_Adults_plate34_210515_data.csvresultstotal.csv",10,1,2004,1
"403",4391,309,425,2003,0,2002,2002,1,1,"young","young","young - young",0.806333338,1.63636363636364,2.5974025974026,0.636363636363636,1.5974025974026,0.636363636363636,1.5974025974026,"MEM_Adults_100914_PLATE4_data.csvresultstotal.csv",10,0,2004,1
"405",4392,32,4229,2003,0,2001,2000,2,3,"young","young","young - young",0.524543595,1.63636363636364,2.5974025974026,0.363636363636364,0.402597402597403,-0.363636363636364,-0.402597402597403,"MEM_Adults_100914_PLATE3_data.csvresultstotal.csv",10,0,2004,1
"407",1210,646,500,2004,0,2002,2003,2,1,"young","young","young - young",0.733494139,1.85185185185185,2.59259259259259,0.148148148148148,1.59259259259259,-0.148148148148148,1.59259259259259,"MEM_Adults_100914_PLATE4_data.csvresultstotal.csv",10,0,2004,0
"409",1226,32,4229,2004,0,2001,2000,3,4,"young","old","young - old",0.859084318,1.85185185185185,2.59259259259259,1.14814814814815,1.40740740740741,-1.14814814814815,-1.40740740740741,"MEM_Adults_plate10_131014_data.csvresultstotal.csv",9,0,2005,1
"410",1226,32,4229,2004,0,2001,2000,3,4,"young","old","young - old",0.859084318,1.85185185185185,2.59259259259259,1.14814814814815,1.40740740740741,-1.14814814814815,-1.40740740740741,"MEM_Adults_plate39_260515_data.csvresultstotal.csv",10,1,2004,0
"411",1227,32,4229,2004,0,2001,2000,3,4,"young","old","young - old",0.70131958,1.85185185185185,2.59259259259259,1.14814814814815,1.40740740740741,-1.14814814814815,-1.40740740740741,"MEM_Adults_plate10_131014_data.csvresultstotal.csv",9,0,2005,1
"412",1227,32,4229,2004,0,2001,2000,3,4,"young","old","young - old",0.70131958,1.85185185185185,2.59259259259259,1.14814814814815,1.40740740740741,-1.14814814814815,-1.40740740740741,"MEM_Adults_plate37_220515_data.csvresultstotal.csv",10,1,2004,0
"414",1228,32,4229,2004,0,2001,2000,3,4,"young","old","young - old",0.618527505,1.85185185185185,2.59259259259259,1.14814814814815,1.40740740740741,-1.14814814814815,-1.40740740740741,"MEM_Adults_100914_PLATE3_data.csvresultstotal.csv",10,0,2004,0
"415",1228,32,4229,2004,0,2001,2000,3,4,"young","old","young - old",0.618527505,1.85185185185185,2.59259259259259,1.14814814814815,1.40740740740741,-1.14814814814815,-1.40740740740741,"MEM_Adults_plate34_210515_data.csvresultstotal.csv",9,1,2005,1
"416",1259,928,4229,2004,0,2003,2000,1,4,"young","old","young - old",0.651690823,1.85185185185185,2.59259259259259,0.851851851851852,1.40740740740741,0.851851851851852,-1.40740740740741,"MEM_adults_090914_data.csvresultstotal.csv",10,0,2004,0
"417",1317,704,504,2004,0,2002,2003,2,1,"young","young","young - young",0.813072105,1.85185185185185,2.59259259259259,0.148148148148148,1.59259259259259,-0.148148148148148,1.59259259259259,"MEM_Aduts_reruns1_040615_data.csvresultstotal.csv",10,1,2004,0
"418",1317,704,504,2004,0,2002,2003,2,1,"young","young","young - young",0.813072105,1.85185185185185,2.59259259259259,0.148148148148148,1.59259259259259,-0.148148148148148,1.59259259259259,"MEM_Aduts_reruns2_080615_data.csvresultstotal.csv",1,10,2004,0
"419",1342,956,356,2004,0,2003,2002,1,2,"young","young","young - young",0.854897189,1.85185185185185,2.59259259259259,0.851851851851852,0.592592592592593,0.851851851851852,0.592592592592593,"MEM_Adults_plate34_210515_data.csvresultstotal.csv",10,1,2004,0
"420",1343,955,591,2004,0,2003,2002,1,2,"young","young","young - young",0.707238278,1.85185185185185,2.59259259259259,0.851851851851852,0.592592592592593,0.851851851851852,0.592592592592593,"MEM_Adults_plate7_091014_data.csvresultstotal.csv",9,0,2005,1
"421",1343,955,591,2004,0,2003,2002,1,2,"young","young","young - young",0.707238278,1.85185185185185,2.59259259259259,0.851851851851852,0.592592592592593,0.851851851851852,0.592592592592593,"MEM_Aduts_reruns2_080615_data.csvresultstotal.csv",10,1,2004,0
"422",1353,256,23,2004,0,2002,2001,2,3,"young","young","young - young",0.970569773,1.85185185185185,2.59259259259259,0.148148148148148,0.407407407407407,-0.148148148148148,-0.407407407407407,"MEM_Adults_plate39_260515_data.csvresultstotal.csv",10,1,2004,0
"423",1364,927,466,2004,0,2003,2002,1,2,"young","young","young - young",0.882887183,1.85185185185185,2.59259259259259,0.851851851851852,0.592592592592593,0.851851851851852,0.592592592592593,"MEM_Adults_plate35_210515_data.csvresultstotal.csv",10,1,2004,0
"424",1386,857,4247,2004,0,2003,2000,1,4,"young","old","young - old",0.687590666,1.85185185185185,2.59259259259259,0.851851851851852,1.40740740740741,0.851851851851852,-1.40740740740741,"MEM_adults_090914_data.csvresultstotal.csv",10,0,2004,0
"425",1386,857,4247,2004,0,2003,2000,1,4,"young","old","young - old",0.687590666,1.85185185185185,2.59259259259259,0.851851851851852,1.40740740740741,0.851851851851852,-1.40740740740741,"MEM_Adults_plate9_101014_data.csvresultstotal.csv",9,0,2005,1
"426",1438,4290,4304,2004,0,2000,2000,4,4,"old","old","old - old",0.618709666,1.85185185185185,2.59259259259259,2.14814814814815,1.40740740740741,-2.14814814814815,-1.40740740740741,"MEM_adults_090914B_data.csvresultstotal.csv",10,0,2004,0
"427",1438,4290,4304,2004,0,2000,2000,4,4,"old","old","old - old",0.618709666,1.85185185185185,2.59259259259259,2.14814814814815,1.40740740740741,-2.14814814814815,-1.40740740740741,"MEM_Adults_plate10_131014_data.csvresultstotal.csv",9,0,2005,1
