"","BirdID","Cohort","BroodRef","TSRatio","BroodName","NestboxRef","SocialDadID","SocialDadCertain","SocialdadIsGenetic","SocialMumID","SocialMumCertain","SocialMumIsGenetic","Notes","Cohort_dad","Cohort_mum","age_dad","age_mum","mean_social_dad","mean_social_mum","deltaSocialDad","deltaSocialMum","Plate","BloodAge","DNAAge","CaptureYear","offspring_age"
"390",1589,2004,550,0.831874483,"D113",130,971,TRUE,FALSE,980,TRUE,FALSE,NA,"2003","2003",1,1,2.45833333333333,1.89130434782609,-1.45833333333333,-0.891304347826087,"MEM_Adults_100914_PLATE4_data.csvresultstotal.csv",9,0,2005,1
"391",1591,2004,550,0.870511539,"D113",130,971,TRUE,FALSE,980,TRUE,FALSE,NA,"2003","2003",1,1,2.45833333333333,1.89130434782609,-1.45833333333333,-0.891304347826087,"MEM_Adults_plate41_270515_data.csvresultstotal.csv",10,1,2004,0
"392",1598,2004,552,0.578902846,"D115",133,383,TRUE,FALSE,540,TRUE,FALSE,NA,NA,"2003",NA,1,2.45833333333333,1.89130434782609,NA,-0.891304347826087,"MEM_adults_090914_data.csvresultstotal.csv",10,0,2004,0
"393",1598,2004,552,0.578902846,"D115",133,383,TRUE,FALSE,540,TRUE,FALSE,NA,NA,"2003",NA,1,2.45833333333333,1.89130434782609,NA,-0.891304347826087,"MEM_Adults_plate7_091014_data.csvresultstotal.csv",9,0,2005,1
"394",1626,2004,559,0.718821212,"D122",142,23,TRUE,FALSE,556,TRUE,FALSE,"was 7 eggs but 1 is lost or really function egg??","2001","2003",3,1,2.45833333333333,1.89130434782609,0.541666666666667,-0.891304347826087,"MEM_adults_090914_data.csvresultstotal.csv",10,0,2004,0
"395",1697,2004,576,0.460248532,"D139",56,456,TRUE,FALSE,284,TRUE,FALSE,NA,"2002","2002",2,2,2.45833333333333,1.89130434782609,-0.458333333333333,0.108695652173913,"MEM_Adults_100914_PLATE3_data.csvresultstotal.csv",9,0,2005,1
"396",1697,2004,576,0.460248532,"D139",56,456,TRUE,FALSE,284,TRUE,FALSE,NA,"2002","2002",2,2,2.45833333333333,1.89130434782609,-0.458333333333333,0.108695652173913,"MEM_Adults_110914_PLATE5_data.csvresultstotal.csv",10,0,2004,0
"399",1697,2004,576,0.460248532,"D139",56,456,TRUE,FALSE,284,TRUE,FALSE,NA,"2002","2002",2,2,2.45833333333333,1.89130434782609,-0.458333333333333,0.108695652173913,"NdR_hstel2016_pMEAdCh4_newm_meltcurve.csvresultstotal.csv",1,11,2004,0
"400",1716,2004,580,0.624101489,"D143",42,818,TRUE,FALSE,913,TRUE,FALSE,NA,"2003","2003",1,1,2.45833333333333,1.89130434782609,-1.45833333333333,-0.891304347826087,"MEM_adults_090914B_data.csvresultstotal.csv",10,0,2004,0
"401",1717,2004,580,0.711827078,"D143",42,818,TRUE,FALSE,913,TRUE,FALSE,NA,"2003","2003",1,1,2.45833333333333,1.89130434782609,-1.45833333333333,-0.891304347826087,"MEM_Adults_plate36_220515_data.csvresultstotal.csv",10,1,2004,0
"402",1717,2004,580,0.711827078,"D143",42,818,TRUE,FALSE,913,TRUE,FALSE,NA,"2003","2003",1,1,2.45833333333333,1.89130434782609,-1.45833333333333,-0.891304347826087,"MEM_Adults_Plate8_100914_data.csvresultstotal.csv",9,0,2005,1
"403",1738,2004,585,0.554593536,"D148",40,4275,TRUE,FALSE,4290,TRUE,FALSE,NA,"2000","2000",4,4,2.45833333333333,1.89130434782609,1.54166666666667,2.10869565217391,"MEM_adults_090914_data.csvresultstotal.csv",10,0,2004,0
"404",1738,2004,585,0.554593536,"D148",40,4275,TRUE,FALSE,4290,TRUE,FALSE,NA,"2000","2000",4,4,2.45833333333333,1.89130434782609,1.54166666666667,2.10869565217391,"MEM_Aduts_reruns1_040615_data.csvresultstotal.csv",9,1,2005,1
"405",1793,2004,597,0.634783641,"D160",17,166,TRUE,FALSE,45,TRUE,FALSE,NA,"2001","2001",3,3,2.45833333333333,1.89130434782609,0.541666666666667,1.10869565217391,"MEM_adults_090914B_data.csvresultstotal.csv",10,0,2004,0
"406",1818,2004,603,0.955493477,"D166",16,132,TRUE,FALSE,122,TRUE,FALSE,NA,"2001","2001",3,3,2.45833333333333,1.89130434782609,0.541666666666667,1.10869565217391,"MEM_Adults_plate43_270515_data.csvresultstotal.csv",10,1,2004,0
"407",1827,2004,605,0.922580938,"D168",103,500,TRUE,FALSE,646,TRUE,FALSE,NA,"2003","2002",1,2,2.45833333333333,1.89130434782609,-1.45833333333333,0.108695652173913,"MEM_Adults_plate46_010615_data.csvresultstotal.csv",10,1,2004,0
"408",1898,2004,625,0.68470298,"D188",137,393,TRUE,FALSE,562,TRUE,FALSE,NA,"2002",NA,2,NA,2.45833333333333,1.89130434782609,-0.458333333333333,NA,"MEM_Adults_plate7_091014_data.csvresultstotal.csv",9,0,2005,1
"409",1902,2004,626,1.007594509,"D189",33,1038,TRUE,FALSE,521,TRUE,FALSE,NA,"2003","2003",1,1,2.45833333333333,1.89130434782609,-1.45833333333333,-0.891304347826087,"MEM_Adults_plate48_030615_data.csvresultstotal.csv",10,1,2004,0
"410",1906,2004,627,0.425447276,"D190",54,421,TRUE,FALSE,342,TRUE,FALSE,NA,"2002","2002",2,2,2.45833333333333,1.89130434782609,-0.458333333333333,0.108695652173913,"MEM_Adults_100914_PLATE3_data.csvresultstotal.csv",9,0,2005,1
"411",1906,2004,627,0.425447276,"D190",54,421,TRUE,FALSE,342,TRUE,FALSE,NA,"2002","2002",2,2,2.45833333333333,1.89130434782609,-0.458333333333333,0.108695652173913,"NdR_hstel2016_pMEAdCh5_newm_meltcurve.csvresultstotal.csv",1,11,2004,0
"412",1906,2004,627,0.425447276,"D190",54,421,TRUE,FALSE,342,TRUE,FALSE,NA,"2002","2002",2,2,2.45833333333333,1.89130434782609,-0.458333333333333,0.108695652173913,"NdR_hstel2016_pMEAdCh5_newm_meltcurve.csvresultstotal.csv",1,11,2004,0
"413",1907,2004,627,0.929125165,"D190",54,421,TRUE,FALSE,342,TRUE,FALSE,NA,"2002","2002",2,2,2.45833333333333,1.89130434782609,-0.458333333333333,0.108695652173913,"MEM_Adults_plate10_131014_data.csvresultstotal.csv",9,0,2005,1
"414",1907,2004,627,0.929125165,"D190",54,421,TRUE,FALSE,342,TRUE,FALSE,NA,"2002","2002",2,2,2.45833333333333,1.89130434782609,-0.458333333333333,0.108695652173913,"MEM_Adults_plate46_010615_data.csvresultstotal.csv",10,1,2004,0
"415",1929,2004,634,0.596884233,"D197",148,4153,TRUE,FALSE,4273,TRUE,FALSE,NA,"2000","2000",4,4,2.45833333333333,1.89130434782609,1.54166666666667,2.10869565217391,"MEM_adults_090914B_data.csvresultstotal.csv",10,0,2004,0
"416",1930,2004,634,0.874264467,"D197",148,4153,TRUE,FALSE,4273,TRUE,FALSE,NA,"2000","2000",4,4,2.45833333333333,1.89130434782609,1.54166666666667,2.10869565217391,"MEM_Adults_plate37_220515_data.csvresultstotal.csv",10,1,2004,0
"417",1933,2004,635,0.823062803,"D198",37,590,TRUE,FALSE,4424,TRUE,FALSE,NA,"2002","2001",2,3,2.45833333333333,1.89130434782609,-0.458333333333333,1.10869565217391,"MEM_Adults_plate35_210515_data.csvresultstotal.csv",9,1,2005,1
"418",1933,2004,635,0.823062803,"D198",37,590,TRUE,FALSE,4424,TRUE,FALSE,NA,"2002","2001",2,3,2.45833333333333,1.89130434782609,-0.458333333333333,1.10869565217391,"MEM_Adults_plate45_290515_data.csvresultstotal.csv",10,1,2004,0
"419",1935,2004,636,0.605951636,"D199",73,409,TRUE,FALSE,985,TRUE,FALSE,NA,"2002","2003",2,1,2.45833333333333,1.89130434782609,-0.458333333333333,-0.891304347826087,"MEM_Adults_110914_PLATE5_data.csvresultstotal.csv",10,0,2004,0
"420",1939,2004,637,0.820272793,"D200",144,4421,TRUE,FALSE,428,TRUE,FALSE,NA,"2001","2002",3,2,2.45833333333333,1.89130434782609,0.541666666666667,0.108695652173913,"MEM_Aduts_reruns1_040615_data.csvresultstotal.csv",10,1,2004,0
"421",1940,2004,637,0.843663716,"D200",144,4421,TRUE,FALSE,428,TRUE,FALSE,NA,"2001","2002",3,2,2.45833333333333,1.89130434782609,0.541666666666667,0.108695652173913,"MEM_Adults_plate38_260515_data.csvresultstotal.csv",10,1,2004,0
"423",1956,2004,1,0.62310484,"D204",101,4503,TRUE,FALSE,419,TRUE,FALSE,NA,"2000","2002",4,2,2.45833333333333,1.89130434782609,1.54166666666667,0.108695652173913,"MEM_adults_090914B_data.csvresultstotal.csv",10,0,2004,0
"424",1956,2004,1,0.62310484,"D204",101,4503,TRUE,FALSE,419,TRUE,FALSE,NA,"2000","2002",4,2,2.45833333333333,1.89130434782609,1.54166666666667,0.108695652173913,"MEM_Adults_plate35_210515_data.csvresultstotal.csv",9,1,2005,1
"425",1970,2004,5,0.788059536,"D208",16,132,TRUE,FALSE,122,TRUE,FALSE,NA,"2001","2001",3,3,2.45833333333333,1.89130434782609,0.541666666666667,1.10869565217391,"MEM_Adults_plate47_030615_data.csvresultstotal.csv",10,1,2004,0
"426",1999,2003,NA,0.717231429,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52307692307692,1.65217391304348,NA,NA,"MEM_Plates1-6_reruns_031014_data.csvresultstotal.csv",1,9,2004,1
"427",2000,2003,NA,0.762686077,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52307692307692,1.65217391304348,NA,NA,"MEM_Aduts_reruns2_080615_2_data.csvresultstotal.csv",10,1,2004,1
"428",2001,2003,NA,1.007250334,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52307692307692,1.65217391304348,NA,NA,"MEM_Aduts_reruns1_040615_data.csvresultstotal.csv",1,10,2004,1
"429",2003,2003,NA,0.772300351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52307692307692,1.65217391304348,NA,NA,"MEM_Adults_plate37_220515_data.csvresultstotal.csv",10,1,2004,1
"430",2003,2003,NA,0.772300351,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52307692307692,1.65217391304348,NA,NA,"MEM_Adults_plate45_290515_data.csvresultstotal.csv",1,10,2004,1
"432",2004,2003,NA,0.793327218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52307692307692,1.65217391304348,NA,NA,"MEM_Adults_plate38_260515_data.csvresultstotal.csv",10,1,2004,1
"433",2004,2003,NA,0.793327218,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52307692307692,1.65217391304348,NA,NA,"MEM_Adults_plate47_030615_data.csvresultstotal.csv",1,10,2004,1
"436",2005,2003,NA,1.038651345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52307692307692,1.65217391304348,NA,NA,"MEM_Adults_plate46_010615_data.csvresultstotal.csv",1,10,2004,1
"437",2006,2003,NA,0.989620458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52307692307692,1.65217391304348,NA,NA,"MEM_Adults_plate45_290515_data.csvresultstotal.csv",10,1,2004,1
"438",2006,2003,NA,0.989620458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52307692307692,1.65217391304348,NA,NA,"MEM_Adults_plate46_010615_data.csvresultstotal.csv",1,10,2004,1
"440",2008,2003,NA,0.928855748,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52307692307692,1.65217391304348,NA,NA,"MEM_Adults_plate48_030615_data.csvresultstotal.csv",1,10,2004,1
"441",2012,2003,NA,0.804904294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52307692307692,1.65217391304348,NA,NA,"MEM_Adults_plate38_260515_data.csvresultstotal.csv",1,10,2004,1
"442",2013,2003,NA,1.596716772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52307692307692,1.65217391304348,NA,NA,"MEM_Adults_plate38_260515_data.csvresultstotal.csv",1,10,2004,1
"444",2014,2003,NA,0.710895756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52307692307692,1.65217391304348,NA,NA,"MEM_Adults_plate38bis_030615_data.csvresultstotal.csv",1,10,2004,1
"445",2015,2003,NA,0.690648477,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52307692307692,1.65217391304348,NA,NA,"MEM_Adults_plate38bis_030615_data.csvresultstotal.csv",1,10,2004,1
"446",2016,2003,NA,0.479725004,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.52307692307692,1.65217391304348,NA,NA,"MEM_Adults_100914_PLATE4_data.csvresultstotal.csv",1,9,2004,1
"448",2053,2005,27,0.923813841,"E013",3,417,TRUE,FALSE,533,TRUE,FALSE,NA,"2002","2003",3,2,2.79,2.54285714285714,0.21,-0.542857142857143,"MEM_Adults_plate11_141014_data.csvresultstotal.csv",0,8,2006,1
"449",2116,2005,41,0.646040828,"E027",31,11,TRUE,FALSE,438,TRUE,FALSE,"Mum:FROM GENETICS",NA,"2002",NA,3,2.79,2.54285714285714,NA,0.457142857142857,"MEM_adults_090914_data.csvresultstotal.csv",9,0,2005,0
"451",2153,2005,50,0.917898271,"E036",62,356,TRUE,FALSE,431,TRUE,FALSE,NA,"2002","2002",3,3,2.79,2.54285714285714,0.21,0.457142857142857,"MEM_Adults_plate37_220515_data.csvresultstotal.csv",9,1,2005,0
"452",2166,2005,53,0.810175392,"E039",93,725,TRUE,FALSE,353,TRUE,FALSE,"Dad:FROM GENETICS


Mum:FROM GENETICS","2002","2002",3,3,2.79,2.54285714285714,0.21,0.457142857142857,"MEM_Adults_plate7_091014_data.csvresultstotal.csv",9,0,2005,0
"454",2167,2005,53,0.538871033,"E039",93,725,TRUE,FALSE,353,TRUE,FALSE,"Dad:FROM GENETICS


Mum:FROM GENETICS","2002","2002",3,3,2.79,2.54285714285714,0.21,0.457142857142857,"MEM_Adults_110914_PLATE5_data.csvresultstotal.csv",9,0,2005,0
"455",2167,2005,53,0.538871033,"E039",93,725,TRUE,FALSE,353,TRUE,FALSE,"Dad:FROM GENETICS


Mum:FROM GENETICS","2002","2002",3,3,2.79,2.54285714285714,0.21,0.457142857142857,"MEM_Adults_plate11_141014_data.csvresultstotal.csv",0,8,2006,1
"456",2173,2005,54,0.866003979,"E040",35,409,TRUE,FALSE,985,TRUE,FALSE,NA,"2002","2003",3,2,2.79,2.54285714285714,0.21,-0.542857142857143,"MEM_Adults_plate10_131014_data.csvresultstotal.csv",0,8,2006,1
"457",2187,2005,57,0.715974189,"E043",128,650,TRUE,FALSE,960,TRUE,FALSE,"Mum:FROM GENETICS",NA,"2003",NA,2,2.79,2.54285714285714,NA,-0.542857142857143,"MEM_Adults_plate12_151014_data.csvresultstotal.csv",0,8,2006,1
"458",2200,2005,60,0.839381028,"E046",103,500,TRUE,FALSE,646,TRUE,FALSE,NA,"2003","2002",2,3,2.79,2.54285714285714,-0.79,0.457142857142857,"MEM_Adults_plate38_260515_data.csvresultstotal.csv",9,1,2005,0
"459",2201,2005,60,1.841898903,"E046",103,500,TRUE,FALSE,646,TRUE,FALSE,NA,"2003","2002",2,3,2.79,2.54285714285714,-0.79,0.457142857142857,"MEM_Adults_plate10_131014_data.csvresultstotal.csv",1,8,2005,0
"460",2202,2005,60,0.943097845,"E046",103,500,TRUE,FALSE,646,TRUE,FALSE,NA,"2003","2002",2,3,2.79,2.54285714285714,-0.79,0.457142857142857,"MEM_Adults_plate7_091014_data.csvresultstotal.csv",9,0,2005,0
"461",2205,2005,61,0.924520482,"E047",89,1956,TRUE,FALSE,346,TRUE,FALSE,NA,"2004","2002",1,3,2.79,2.54285714285714,-1.79,0.457142857142857,"MEM_Adults_Plate8_100914_data.csvresultstotal.csv",9,0,2005,0
"462",2232,2005,66,0.847934424,"E052",143,4265,TRUE,FALSE,4391,TRUE,FALSE,NA,"2000","2003",5,2,2.79,2.54285714285714,2.21,-0.542857142857143,"MEM_Adults_plate7_091014_data.csvresultstotal.csv",9,0,2005,0
"463",2233,2005,66,0.803473114,"E052",143,4265,TRUE,FALSE,4391,TRUE,FALSE,NA,"2000","2003",5,2,2.79,2.54285714285714,2.21,-0.542857142857143,"MEM_Adults_plate12_151014_data.csvresultstotal.csv",0,8,2006,1
"464",2233,2005,66,0.803473114,"E052",143,4265,TRUE,FALSE,4391,TRUE,FALSE,NA,"2000","2003",5,2,2.79,2.54285714285714,2.21,-0.542857142857143,"MEM_Adults_Plate8_100914_data.csvresultstotal.csv",9,0,2005,0
"465",2241,2005,68,0.725612419,"E054",130,23,TRUE,FALSE,556,TRUE,FALSE,NA,"2001","2003",4,2,2.79,2.54285714285714,1.21,-0.542857142857143,"MEM_adults_080914_data.csvresultstotal.csv",9,0,2005,0
"466",2246,2005,69,0.399941537,"E055",137,823,TRUE,FALSE,1054,TRUE,FALSE,NA,NA,"2003",NA,2,2.79,2.54285714285714,NA,-0.542857142857143,"MEM_Adults_plate11_141014_data.csvresultstotal.csv",0,8,2006,1
"467",2248,2005,69,0.851012668,"E055",137,823,TRUE,FALSE,1054,TRUE,FALSE,NA,NA,"2003",NA,2,2.79,2.54285714285714,NA,-0.542857142857143,"MEM_Adults_plate9_101014_data.csvresultstotal.csv",9,0,2005,0
"468",2255,2005,71,2.138007056,"E057",13,1227,TRUE,FALSE,605,TRUE,FALSE,NA,"2004","2002",1,3,2.79,2.54285714285714,-1.79,0.457142857142857,"MEM_Adults_plate34_210515_data.csvresultstotal.csv",1,9,2005,0
"469",2257,2005,71,1.21864147,"E057",13,1227,TRUE,FALSE,605,TRUE,FALSE,NA,"2004","2002",1,3,2.79,2.54285714285714,-1.79,0.457142857142857,"NdR_hstel2016_pMEAdCh5_newm_meltcurve.csvresultstotal.csv",1,10,2005,0
"470",2268,2005,74,0.7403871,"E060",139,1095,TRUE,FALSE,784,TRUE,FALSE,NA,"2003","2003",2,2,2.79,2.54285714285714,-0.79,-0.542857142857143,"MEM_Adults_plate38_260515_data.csvresultstotal.csv",9,1,2005,0
"471",2322,2005,86,0.666991224,"E072",95,1569,TRUE,FALSE,857,TRUE,FALSE,NA,"2004","2003",1,2,2.79,2.54285714285714,-1.79,-0.542857142857143,"MEM_adults_080914_data.csvresultstotal.csv",9,0,2005,0
"472",2349,2005,92,0.657147512,"E078",97,114,TRUE,FALSE,860,TRUE,FALSE,"Dad:FROM GENETICS","2001","2003",4,2,2.79,2.54285714285714,1.21,-0.542857142857143,"MEM_Adults_100914_PLATE4_data.csvresultstotal.csv",9,0,2005,0
"473",2352,2005,93,0.947044408,"E079",81,504,TRUE,FALSE,1544,TRUE,FALSE,NA,"2003","2004",2,1,2.79,2.54285714285714,-0.79,-1.54285714285714,"MEM_Adults_Plate8_100914_data.csvresultstotal.csv",9,0,2005,0
"474",2354,2005,93,0.784416895,"E079",81,504,TRUE,FALSE,1544,TRUE,FALSE,NA,"2003","2004",2,1,2.79,2.54285714285714,-0.79,-1.54285714285714,"MEM_Adults_plate37_220515_data.csvresultstotal.csv",9,1,2005,0
"475",2360,2005,95,0.774965318,"E081",147,2018,TRUE,FALSE,206,TRUE,FALSE,"Mum:FROM GENETICS","2003","2001",2,4,2.79,2.54285714285714,-0.79,1.45714285714286,"MEM_Adults_100914_PLATE3_data.csvresultstotal.csv",9,0,2005,0
"476",2360,2005,95,0.774965318,"E081",147,2018,TRUE,FALSE,206,TRUE,FALSE,"Mum:FROM GENETICS","2003","2001",2,4,2.79,2.54285714285714,-0.79,1.45714285714286,"MEM_Adults_plate11_141014_data.csvresultstotal.csv",0,8,2006,1
"477",2360,2005,95,0.774965318,"E081",147,2018,TRUE,FALSE,206,TRUE,FALSE,"Mum:FROM GENETICS","2003","2001",2,4,2.79,2.54285714285714,-0.79,1.45714285714286,"NdR_hstel2016_pMEAdCh5_newm_meltcurve.csvresultstotal.csv",1,10,2005,0
"478",2362,2005,95,0.979217842,"E081",147,2018,TRUE,FALSE,206,TRUE,FALSE,"Mum:FROM GENETICS","2003","2001",2,4,2.79,2.54285714285714,-0.79,1.45714285714286,"MEM_Adults_plate38bis_030615_data.csvresultstotal.csv",9,1,2005,0
"479",2366,2005,96,0.828174225,"E082",65,591,TRUE,FALSE,1386,TRUE,FALSE,NA,"2002","2004",3,1,2.79,2.54285714285714,0.21,-1.54285714285714,"MEM_Adults_plate34_210515_data.csvresultstotal.csv",9,1,2005,0
"481",2390,2005,101,1.051670305,"E087",43,1500,TRUE,FALSE,1507,TRUE,FALSE,NA,"2004","2004",1,1,2.79,2.54285714285714,-1.79,-1.54285714285714,"MEM_adults_080914_data.csvresultstotal.csv",9,0,2005,0
"482",2394,2005,103,0.718933085,"E089",33,1038,TRUE,FALSE,521,TRUE,FALSE,NA,"2003","2003",2,2,2.79,2.54285714285714,-0.79,-0.542857142857143,"MEM_adults_090914B_data.csvresultstotal.csv",9,0,2005,0
"483",2396,2005,103,0.962028587,"E089",33,1038,TRUE,FALSE,521,TRUE,FALSE,NA,"2003","2003",2,2,2.79,2.54285714285714,-0.79,-0.542857142857143,"MEM_Adults_100914_PLATE3_data.csvresultstotal.csv",9,0,2005,0
"484",2396,2005,103,0.962028587,"E089",33,1038,TRUE,FALSE,521,TRUE,FALSE,NA,"2003","2003",2,2,2.79,2.54285714285714,-0.79,-0.542857142857143,"NdR_hstel2016_pMEAdCh1_newm_meltcurve.csvresultstotal.csv",1,10,2005,0
"485",2403,2005,105,1.3026938,"E091",74,4304,TRUE,FALSE,604,TRUE,FALSE,"Dad:FROM GENETICS


Mum:FROM GENETICS","2000","2002",5,3,2.79,2.54285714285714,2.21,0.457142857142857,"MEM_adults_080914_data.csvresultstotal.csv",9,0,2005,0
"486",2405,2005,105,0.781083486,"E091",74,4304,TRUE,FALSE,604,TRUE,FALSE,"Dad:FROM GENETICS


Mum:FROM GENETICS","2000","2002",5,3,2.79,2.54285714285714,2.21,0.457142857142857,"MEM_Adults_100914_PLATE3_data.csvresultstotal.csv",9,0,2005,0
"488",2446,2005,115,0.559976341,"E101",108,537,TRUE,FALSE,4424,TRUE,FALSE,NA,"2003","2001",2,4,2.79,2.54285714285714,-0.79,1.45714285714286,"MEM_Adults_Plate8_100914_data.csvresultstotal.csv",9,0,2005,0
"489",2451,2005,116,1.224390192,"E102",3,417,TRUE,FALSE,533,TRUE,FALSE,NA,"2002","2003",3,2,2.79,2.54285714285714,0.21,-0.542857142857143,"MEM_adults_080914_data.csvresultstotal.csv",9,0,2005,0
"490",2451,2005,116,1.224390192,"E102",3,417,TRUE,FALSE,533,TRUE,FALSE,NA,"2002","2003",3,2,2.79,2.54285714285714,0.21,-0.542857142857143,"MEM_Adults_plate7_091014_data.csvresultstotal.csv",1,8,2005,0
"491",2453,2005,116,0.585082552,"E102",3,417,TRUE,FALSE,533,TRUE,FALSE,NA,"2002","2003",3,2,2.79,2.54285714285714,0.21,-0.542857142857143,"MEM_Adults_110914_PLATE5_data.csvresultstotal.csv",9,0,2005,0
"493",2461,2005,118,0.531631579,"E104",87,1464,TRUE,FALSE,832,TRUE,FALSE,NA,"2004","2003",1,2,2.79,2.54285714285714,-1.79,-0.542857142857143,"MEM_Adults_Plate8_100914_data.csvresultstotal.csv",9,0,2005,0
"494",2464,2005,118,0.839018884,"E104",87,1464,TRUE,FALSE,832,TRUE,FALSE,NA,"2004","2003",1,2,2.79,2.54285714285714,-1.79,-0.542857142857143,"MEM_Adults_plate10_131014_data.csvresultstotal.csv",9,0,2005,0
"495",2479,2005,122,0.787960734,"E108",88,959,TRUE,FALSE,1100,TRUE,FALSE,"Mum:FROM GENETICS","2003","2002",2,3,2.79,2.54285714285714,-0.79,0.457142857142857,"MEM_adults_090914_data.csvresultstotal.csv",9,0,2005,0
"496",2480,2005,122,0.994085127,"E108",88,959,TRUE,FALSE,1100,TRUE,FALSE,"Mum:FROM GENETICS","2003","2002",2,3,2.79,2.54285714285714,-0.79,0.457142857142857,"MEM_Adults_plate36_220515_data.csvresultstotal.csv",9,1,2005,0
"497",2488,2005,124,1.042147165,"E110",32,457,TRUE,FALSE,442,TRUE,FALSE,NA,"2002","2002",3,3,2.79,2.54285714285714,0.21,0.457142857142857,"MEM_Adults_plate10_131014_data.csvresultstotal.csv",9,0,2005,0
"498",2489,2005,124,0.959010429,"E110",32,457,TRUE,FALSE,442,TRUE,FALSE,NA,"2002","2002",3,3,2.79,2.54285714285714,0.21,0.457142857142857,"MEM_Adults_plate37_220515_data.csvresultstotal.csv",9,1,2005,0
"499",2492,2005,125,0.890964801,"E111",73,409,TRUE,FALSE,985,TRUE,FALSE,NA,"2002","2003",3,2,2.79,2.54285714285714,0.21,-0.542857142857143,"MEM_Adults_Plate8_100914_data.csvresultstotal.csv",9,0,2005,0
"500",2532,2005,134,0.780841689,"E120",124,251,TRUE,FALSE,542,TRUE,FALSE,NA,"2001","2003",4,2,2.79,2.54285714285714,1.21,-0.542857142857143,"MEM_Aduts_reruns1_040615_data.csvresultstotal.csv",9,1,2005,0
"501",2533,2005,134,0.821166186,"E120",124,251,TRUE,FALSE,542,TRUE,FALSE,NA,"2001","2003",4,2,2.79,2.54285714285714,1.21,-0.542857142857143,"MEM_Adults_plate38bis_030615_data.csvresultstotal.csv",9,1,2005,0
"502",2542,2005,136,0.988925801,"E122",91,500,TRUE,FALSE,929,TRUE,FALSE,NA,"2003","2003",2,2,2.79,2.54285714285714,-0.79,-0.542857142857143,"MEM_Adults_plate10_131014_data.csvresultstotal.csv",9,0,2005,0
"503",2560,2005,140,0.705435946,"E126",126,993,TRUE,FALSE,309,TRUE,FALSE,"Mum:FROM GENETICS","2003","2002",2,3,2.79,2.54285714285714,-0.79,0.457142857142857,"MEM_Adults_plate7_091014_data.csvresultstotal.csv",1,8,2005,0
"504",2561,2005,140,0.607368539,"E126",126,993,TRUE,FALSE,309,TRUE,FALSE,"Mum:FROM GENETICS","2003","2002",2,3,2.79,2.54285714285714,-0.79,0.457142857142857,"MEM_Adults_plate7_091014_data.csvresultstotal.csv",1,8,2005,0
"505",2576,2005,143,1.021171538,"E129",49,22,TRUE,FALSE,427,TRUE,FALSE,NA,"2001","2002",4,3,2.79,2.54285714285714,1.21,0.457142857142857,"MEM_Adults_plate34_210515_data.csvresultstotal.csv",9,1,2005,0
"506",2583,2005,145,0.83555181,"E131",95,1569,TRUE,FALSE,857,TRUE,FALSE,NA,"2004","2003",1,2,2.79,2.54285714285714,-1.79,-0.542857142857143,"MEM_Adults_plate38_260515_data.csvresultstotal.csv",9,1,2005,0
"507",2584,2005,145,1.182078084,"E131",95,1569,TRUE,FALSE,857,TRUE,FALSE,NA,"2004","2003",1,2,2.79,2.54285714285714,-1.79,-0.542857142857143,"MEM_Adults_plate10_131014_data.csvresultstotal.csv",0,8,2006,1
"508",2584,2005,145,1.182078084,"E131",95,1569,TRUE,FALSE,857,TRUE,FALSE,NA,"2004","2003",1,2,2.79,2.54285714285714,-1.79,-0.542857142857143,"MEM_Adults_plate35_210515_data.csvresultstotal.csv",9,1,2005,0
"509",2585,2005,145,1.197735863,"E131",95,1569,TRUE,FALSE,857,TRUE,FALSE,NA,"2004","2003",1,2,2.79,2.54285714285714,-1.79,-0.542857142857143,"NdR_hstel2016_pMEAdCh1_newm_meltcurve.csvresultstotal.csv",1,10,2005,0
"510",2585,2005,145,1.197735863,"E131",95,1569,TRUE,FALSE,857,TRUE,FALSE,NA,"2004","2003",1,2,2.79,2.54285714285714,-1.79,-0.542857142857143,"NdR_hstel2016_pMEAdCh1_newm_meltcurve.csvresultstotal.csv",1,10,2005,0
